Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
2bf199d9-e49e-4638-b847-82b236167b85,"2020-06-10, 11:37:58 PM",CloudTrail,PutEventSelectors,CloudTrail Trail,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:ca-central-1:626551192774:trail/Udacity_Trail""}]",,ca-central-1,,99.245.179.215
71de942e-ead3-404f-91ea-8c4dbf608331,"2020-06-10, 11:37:58 PM",CloudTrail,GetTrailStatus,,,,ca-central-1,,99.245.179.215
7472913f-d1cc-4ab5-9e3e-dcca214709dc,"2020-06-10, 11:37:58 PM",CloudTrail,StartLogging,CloudTrail Trail,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""}]",,ca-central-1,,99.245.179.215
c8180b5a-9d1e-46b2-9394-fad9b27a3270,"2020-06-10, 11:37:58 PM",CloudTrail,DescribeTrails,,,,ca-central-1,,99.245.179.215
c8e53e61-a313-4cdd-8802-6d1f7d375995,"2020-06-10, 11:37:58 PM",CloudTrail,GetTrailStatus,,,,ca-central-1,,99.245.179.215
df9b2dfb-dd99-40e0-b004-d252231e2e47,"2020-06-10, 11:37:58 PM",CloudTrail,CreateTrail,CloudTrail Trail and 1 more,"[{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""Udacity_Trail""},{""resourceType"":""AWS::CloudTrail::Trail"",""resourceName"":""arn:aws:cloudtrail:ca-central-1:626551192774:trail/Udacity_Trail""},{""resourceType"":""AWS::S3::Bucket"",""resourceName"":""udacitys3bucket""}]",,ca-central-1,,99.245.179.215
ed4a0372-abf7-42fa-a370-3c731c18dc7c,"2020-06-10, 11:37:58 PM",CloudTrail,GetTrailStatus,,,,ca-central-1,,99.245.179.215
61447507-1e09-4849-b695-4ea396854682,"2020-06-10, 11:36:02 PM",CloudTrail,ListKeys,,,,ca-central-1,,99.245.179.215
8c95d30b-5709-4431-a05d-5e5cc99ec510,"2020-06-10, 11:36:02 PM",CloudTrail,ListTopics,,,,ca-central-1,,99.245.179.215
df37c32e-4c55-4e2b-9800-4d910e386003,"2020-06-10, 11:36:02 PM",CloudTrail,ListFunctions20150331,,,,ca-central-1,,99.245.179.215
